YearStart,LocationDesc,Topic,Question,Data_Value_Unit,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation,Longitude,Latitude
2018,Alaska,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2930.1,2930.1,2318.2,3703.6,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,2,POINT (-147.722059 64.84507996),-147.722059,64.84507996
2021,Massachusetts,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3707.8,3707.8,3361.7,4089.6,Race,Other,C1,T1,MD101,BOC04,RAC07,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2017,Colorado,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",379.9,379.9,267.1,540.1,Race,Unknown,C1,T3,MD401,BOC04,RAC08,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2019,Idaho,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2616.3,2616.3,1361.3,5028.3,Race,Non-Hispanic Black,C1,T1,MD101,BOC04,RAC02,16,POINT (-114.36373 43.68263001),-114.36373,43.68263001
2021,Nebraska,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2383.7,2383.7,1999.0,2842.4,Race,Unknown,C1,T1,MD101,BOC04,RAC08,31,POINT (-99.36572062 41.64104099),-99.36572062,41.64104099
2021,Rhode Island,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2399.2,2399.2,1621.2,3550.7,Race,Other,C1,T2,MD201,BOC04,RAC07,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2017,Colorado,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",421.6,421.6,291.1,610.6,Race,Hispanic,C1,T3,MD401,BOC04,RAC04,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2020,Oklahoma,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2739.5,2739.5,2672.8,2807.8,Gender,Female,C1,T2,MD201,BOC02,GEN02,40,POINT (-97.52107021 35.47203136),-97.52107021,35.47203136
2019,Ohio,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2416.4,2416.4,2020.6,2889.9,Race,Non-Hispanic Asian,C1,T2,MD201,BOC04,RAC03,39,POINT (-82.40426006 40.06021014),-82.40426006,40.06021014
2016,South Dakota,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",383.1,383.1,54.0,2720.0,Race,Non-Hispanic Black,C1,T3,MD401,BOC04,RAC02,46,POINT (-100.3735306 44.35313005),-100.3735306,44.35313005
2018,Virginia,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4777.0,4777.0,4726.1,4828.5,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2019,Maine,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6306.5,6306.5,6124.4,6494.0,Age,75+,C1,T1,MD101,BOC03,AGE08,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2016,Vermont,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2960.8,2960.8,2815.1,3114.1,Gender,Female,C1,T2,MD201,BOC02,GEN02,50,POINT (-72.51764079 43.62538124),-72.51764079,43.62538124
2020,Nevada,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2593.7,2593.7,2521.4,2668.1,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2020,Utah,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2547.8,2547.8,1868.8,3473.3,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2017,Louisiana,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3670.4,3670.4,3023.0,4456.5,Race,Other,C1,T2,MD201,BOC04,RAC07,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2018,Ohio,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",7648.5,7648.5,7564.1,7733.9,Age,75+,C1,T1,MD101,BOC03,AGE08,39,POINT (-82.40426006 40.06021014),-82.40426006,40.06021014
2016,Louisiana,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2617.8,2617.8,1879.6,3646.0,Race,Hispanic,C1,T2,MD201,BOC04,RAC04,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2017,North Carolina,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",869.0,869.0,840.5,898.4,Gender,Male,C1,T3,MD401,BOC02,GEN01,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2016,Massachusetts,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",601.4,601.4,512.2,706.2,Race,Non-Hispanic Black,C1,T3,MD401,BOC04,RAC02,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2016,North Carolina,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3384.7,3384.7,2969.3,3858.3,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2016,Nevada,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2358.3,2358.3,1871.9,2971.1,Race,Unknown,C1,T1,MD101,BOC04,RAC08,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2018,Maryland,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2787.5,2787.5,2549.9,3047.3,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,24,POINT (-76.60926011 39.29058096),-76.60926011,39.29058096
2017,New Jersey,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3509.1,3509.1,3242.0,3798.2,Race,Hispanic,C1,T2,MD201,BOC04,RAC04,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2017,Texas,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4809.0,4809.0,4652.5,4970.7,Race,Hispanic,C1,T1,MD101,BOC04,RAC04,48,POINT (-99.42677021 31.82724041),-99.42677021,31.82724041
2016,Pennsylvania,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4033.1,4033.1,3637.8,4471.3,Race,Other,C1,T1,MD101,BOC04,RAC07,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2018,Minnesota,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",5184.7,5184.7,5058.1,5314.5,Age,75+,C1,T2,MD201,BOC03,AGE08,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2017,West Virginia,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",4367.8,4367.8,4248.0,4491.0,Gender,Female,C1,T2,MD201,BOC02,GEN02,54,POINT (-80.71264013 38.6655102),-80.71264013,38.6655102
2019,Louisiana,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4986.9,4986.9,4891.5,5084.1,Gender,Female,C1,T1,MD101,BOC02,GEN02,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2019,Massachusetts,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2947.0,2947.0,2643.9,3284.9,Race,Other,C1,T2,MD201,BOC04,RAC07,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2021,Missouri,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3355.2,3355.2,3303.3,3408.0,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2018,Montana,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5706.6,5706.6,5513.2,5906.8,Age,75+,C1,T1,MD101,BOC03,AGE08,30,POINT (-109.4244206 47.06652897),-109.4244206,47.06652897
2016,Arkansas,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5003.2,5003.2,4904.3,5104.0,Gender,Female,C1,T1,MD101,BOC02,GEN02,5,POINT (-92.27449074 34.74865012),-92.27449074,34.74865012
2020,Tennessee,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2679.7,2679.7,2624.5,2736.0,Gender,Female,C1,T2,MD201,BOC02,GEN02,47,POINT (-85.77449091 35.68094058),-85.77449091,35.68094058
2021,Arizona,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",1696.1,1696.1,1385.7,2076.1,Race,Non-Hispanic Asian,C1,T2,MD201,BOC04,RAC03,4,POINT (-111.7638113 34.86597028),-111.7638113,34.86597028
2019,New Hampshire,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2353.7,2353.7,1960.5,2825.7,Race,Unknown,C1,T1,MD101,BOC04,RAC08,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2020,Nevada,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2935.1,2935.1,2619.6,3288.6,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2017,Alabama,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",719.1,719.1,655.7,788.6,Race,Non-Hispanic Black,C1,T3,MD401,BOC04,RAC02,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2016,California,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5706.8,5706.8,5660.5,5753.4,Age,75+,C1,T1,MD101,BOC03,AGE08,6,POINT (-120.9999995 37.63864012),-120.9999995,37.63864012
2018,New Mexico,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3984.8,3984.8,3852.5,4121.8,Gender,Male,C1,T1,MD101,BOC02,GEN01,35,POINT (-106.240581 34.52088095),-106.240581,34.52088095
2017,Indiana,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5237.9,5237.9,5179.9,5296.7,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2020,New Jersey,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3683.5,3683.5,3628.5,3739.2,Gender,Female,C1,T1,MD101,BOC02,GEN02,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2016,Kentucky,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3891.3,3891.3,3093.6,4894.6,Race,Other,C1,T1,MD101,BOC04,RAC07,21,POINT (-84.77497105 37.64597027),-84.77497105,37.64597027
2016,Montana,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",0.0,0.0,-1.0,-1.0,Race,Non-Hispanic Black,C1,T3,MD401,BOC04,RAC02,30,POINT (-109.4244206 47.06652897),-109.4244206,47.06652897
2016,Oregon,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",399.6,399.6,251.8,634.3,Race,Unknown,C1,T3,MD401,BOC04,RAC08,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2019,Georgia,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2494.6,2494.6,2170.3,2867.5,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,13,POINT (-83.62758035 32.83968109),-83.62758035,32.83968109
2016,Oklahoma,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2662.4,2662.4,2091.7,3388.8,Race,Hispanic,C1,T2,MD201,BOC04,RAC04,40,POINT (-97.52107021 35.47203136),-97.52107021,35.47203136
2019,Pennsylvania,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",7471.0,7471.0,7393.2,7549.7,Age,75+,C1,T1,MD101,BOC03,AGE08,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2017,Kansas,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",307.2,307.2,153.6,614.3,Race,Hispanic,C1,T3,MD401,BOC04,RAC04,20,POINT (-98.20078123 38.3477403),-98.20078123,38.3477403
2017,Rhode Island,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5684.5,5684.5,5432.8,5947.8,Gender,Male,C1,T1,MD101,BOC02,GEN01,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2019,Indiana,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",5445.6,5445.6,5358.3,5534.3,Age,75+,C1,T2,MD201,BOC03,AGE08,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2016,Massachusetts,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",4368.1,4368.1,4291.8,4445.7,Gender,Male,C1,T2,MD201,BOC02,GEN01,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2017,Georgia,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6726.7,6726.7,6635.4,6819.3,Age,75+,C1,T1,MD101,BOC03,AGE08,13,POINT (-83.62758035 32.83968109),-83.62758035,32.83968109
2019,Nevada,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3554.4,3554.4,3196.9,3951.7,Race,Other,C1,T1,MD101,BOC04,RAC07,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2020,Oklahoma,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2135.3,2135.3,1736.7,2625.3,Race,Unknown,C1,T2,MD201,BOC04,RAC08,40,POINT (-97.52107021 35.47203136),-97.52107021,35.47203136
2016,Texas,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3373.9,3373.9,3167.4,3593.9,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,48,POINT (-99.42677021 31.82724041),-99.42677021,31.82724041
2018,Washington,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3066.2,3066.2,3021.1,3112.0,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2020,Minnesota,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2644.9,2644.9,2574.6,2717.1,Gender,Female,C1,T2,MD201,BOC02,GEN02,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2016,Georgia,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3596.0,3596.0,3547.5,3645.1,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,13,POINT (-83.62758035 32.83968109),-83.62758035,32.83968109
2019,"Washington, DC",Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",1871.4,1871.4,1243.6,2816.2,Race,Unknown,C1,T1,MD101,BOC04,RAC08,11,POINT (-77.03196113 38.89037139),-77.03196113,38.89037139
2016,North Carolina,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5538.4,5538.4,5465.2,5612.5,Gender,Male,C1,T1,MD101,BOC02,GEN01,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2016,Delaware,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2602.9,2602.9,1930.4,3509.7,Race,Other,C1,T1,MD101,BOC04,RAC07,10,POINT (-75.57774117 39.00883067),-75.57774117,39.00883067
2016,Missouri,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",921.6,921.6,884.3,960.5,Gender,Male,C1,T3,MD401,BOC02,GEN01,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2018,Alabama,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3548.4,3548.4,3473.2,3625.4,Gender,Female,C1,T2,MD201,BOC02,GEN02,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2016,Texas,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",584.5,584.5,569.7,599.6,Gender,Female,C1,T3,MD401,BOC02,GEN02,48,POINT (-99.42677021 31.82724041),-99.42677021,31.82724041
2021,South Carolina,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3000.8,3000.8,2951.4,3051.0,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2016,Washington,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3630.7,3630.7,3567.0,3695.6,Gender,Female,C1,T1,MD101,BOC02,GEN02,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2016,New Jersey,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3599.8,3599.8,3371.9,3843.1,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2016,Massachusetts,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5092.0,5092.0,5035.5,5149.2,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2016,Vermont,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6255.7,6255.7,6014.5,6506.5,Age,75+,C1,T1,MD101,BOC03,AGE08,50,POINT (-72.51764079 43.62538124),-72.51764079,43.62538124
2019,Colorado,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2137.5,2137.5,1819.4,2511.2,Race,Hispanic,C1,T2,MD201,BOC04,RAC04,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2017,Mississippi,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2483.5,2483.5,1854.3,3326.3,Race,Unknown,C1,T1,MD101,BOC04,RAC08,28,POINT (-89.53803082 32.7455101),-89.53803082,32.7455101
2017,Kentucky,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2544.2,2544.2,2101.3,3080.5,Race,Unknown,C1,T1,MD101,BOC04,RAC08,21,POINT (-84.77497105 37.64597027),-84.77497105,37.64597027
2019,Texas,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",1860.3,1860.3,1696.3,2040.2,Race,Unknown,C1,T2,MD201,BOC04,RAC08,48,POINT (-99.42677021 31.82724041),-99.42677021,31.82724041
2018,Rhode Island,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",4079.4,4079.4,3867.5,4302.9,Gender,Male,C1,T2,MD201,BOC02,GEN01,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2021,New Hampshire,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4814.7,4814.7,4661.8,4972.5,Gender,Male,C1,T1,MD101,BOC02,GEN01,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2016,Washington,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3804.3,3804.3,3353.0,4316.2,Race,Hispanic,C1,T1,MD101,BOC04,RAC04,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2020,Iowa,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2700.1,2700.1,2647.4,2753.8,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2021,Idaho,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3298.7,3298.7,3162.8,3440.5,Age,75+,C1,T2,MD201,BOC03,AGE08,16,POINT (-114.36373 43.68263001),-114.36373,43.68263001
2019,Virginia,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4826.2,4826.2,4775.2,4877.8,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2016,Indiana,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",5291.1,5291.1,5207.6,5376.0,Age,75+,C1,T2,MD201,BOC03,AGE08,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2016,Ohio,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",726.4,726.4,664.3,794.2,Race,Non-Hispanic Black,C1,T3,MD401,BOC04,RAC02,39,POINT (-82.40426006 40.06021014),-82.40426006,40.06021014
2017,Ohio,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6452.3,6452.3,6261.3,6649.1,Race,Non-Hispanic Black,C1,T1,MD101,BOC04,RAC02,39,POINT (-82.40426006 40.06021014),-82.40426006,40.06021014
2020,Massachusetts,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2711.2,2711.2,2660.4,2762.9,Gender,Female,C1,T2,MD201,BOC02,GEN02,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2016,Arizona,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3930.7,3930.7,3875.6,3986.5,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,4,POINT (-111.7638113 34.86597028),-111.7638113,34.86597028
2019,Minnesota,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3003.5,3003.5,2428.3,3715.0,Race,Non-Hispanic Asian,C1,T1,MD101,BOC04,RAC03,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2017,New Hampshire,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",4039.4,4039.4,3903.0,4180.6,Gender,Male,C1,T2,MD201,BOC02,GEN01,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2020,New Jersey,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5085.8,5085.8,4904.8,5273.6,Race,Non-Hispanic Black,C1,T1,MD101,BOC04,RAC02,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2021,Alaska,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2753.4,2753.4,2068.7,3664.6,Race,Non-Hispanic Black,C1,T2,MD201,BOC04,RAC02,2,POINT (-147.722059 64.84507996),-147.722059,64.84507996
2017,Alaska,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2333.1,2333.1,2203.4,2470.4,Race,Non-Hispanic White,C1,T2,MD201,BOC04,RAC01,2,POINT (-147.722059 64.84507996),-147.722059,64.84507996
2018,West Virginia,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6230.0,6230.0,6068.0,6396.3,Gender,Male,C1,T1,MD101,BOC02,GEN01,54,POINT (-80.71264013 38.6655102),-80.71264013,38.6655102
2016,Iowa,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6099.0,6099.0,5985.4,6214.7,Age,75+,C1,T1,MD101,BOC03,AGE08,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2020,Kentucky,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4667.3,4667.3,4598.1,4737.6,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,21,POINT (-84.77497105 37.64597027),-84.77497105,37.64597027
2017,Utah,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2462.0,2462.0,1759.2,3445.6,Race,Non-Hispanic Asian,C1,T2,MD201,BOC04,RAC03,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2016,New Hampshire,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",3076.9,3076.9,1538.8,6152.6,Race,Hispanic,C1,T2,MD201,BOC04,RAC04,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2016,Louisiana,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5583.3,5583.3,5497.4,5670.5,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2017,Pennsylvania,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",6415.2,6415.2,6213.1,6623.9,Race,Non-Hispanic Black,C1,T1,MD101,BOC04,RAC02,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2017,Florida,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",5475.4,5475.4,5426.7,5524.6,Age,75+,C1,T2,MD201,BOC03,AGE08,12,POINT (-81.92896054 28.93204038),-81.92896054,28.93204038
2018,Indiana,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",2201.4,2201.4,1654.0,2930.0,Race,Hispanic,C1,T2,MD201,BOC04,RAC04,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2017,Massachusetts,Acute Myocardial Infarction (Heart Attack),Heart attack hospitalization rate,"Rate per 100,000",647.5,647.5,554.5,756.0,Race,Non-Hispanic Black,C1,T3,MD401,BOC04,RAC02,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2020,Nevada,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",5172.4,5172.4,4779.4,5597.8,Race,Non-Hispanic Black,C1,T1,MD101,BOC04,RAC02,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2021,Delaware,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",4559.7,4559.7,3168.7,6561.5,Race,Hispanic,C1,T1,MD101,BOC04,RAC04,10,POINT (-75.57774117 39.00883067),-75.57774117,39.00883067
2017,Nevada,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2829.4,2829.4,2336.8,3425.8,Race,Unknown,C1,T1,MD101,BOC04,RAC08,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2017,Virginia,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",4016.4,4016.4,3952.2,4081.6,Gender,Male,C1,T2,MD201,BOC02,GEN01,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2020,Utah,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",1432.2,1432.2,1069.3,1918.2,Race,Unknown,C1,T2,MD201,BOC04,RAC08,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2021,Maryland,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3717.1,3717.1,3661.2,3773.9,Race,Non-Hispanic White,C1,T1,MD101,BOC04,RAC01,24,POINT (-76.60926011 39.29058096),-76.60926011,39.29058096
2017,Iowa,Diseases of the Heart (Heart Disease),heart disease hospitalization rate,"Rate per 100,000",4689.3,4689.3,4589.5,4791.1,Age,75+,C1,T2,MD201,BOC03,AGE08,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2021,Colorado,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",2412.9,2412.9,2066.6,2817.3,Race,Hispanic,C1,T1,MD101,BOC04,RAC04,8,POINT (-106.1336109 38.84384076),-106.1336109,38.84384076
2016,Arkansas,Major Cardiovascular Disease,Major hospitalization rate,"Rate per 100,000",3141.4,3141.4,2321.5,4250.7,Race,Hispanic,C1,T1,MD101,BOC04,RAC04,5,POINT (-92.27449074 34.74865012),-92.27449074,34.74865012
