YearStart,LocationDesc,Topic,Question,Data_Value_Unit,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation,Longitude,Latitude
2017,Georgia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",1100.0,1100.0,300.0,4200.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,13,POINT (-83.62758035 32.83968109),-83.62758035,32.83968109
2018,Utah,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3800.0,3800.0,3300.0,4500.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2016,Louisiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5400.0,5400.0,4900.0,5900.0,Age,75+,C1,T2,MD203,BOC03,AGE08,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2021,Virginia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",3400.0,3400.0,1400.0,8100.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2021,Pennsylvania,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4600.0,4600.0,4400.0,4800.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2018,Missouri,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",2100.0,2100.0,700.0,6600.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2020,Nevada,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5700.0,5700.0,3100.0,10700.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,32,POINT (-117.0718406 39.49324039),-117.0718406,39.49324039
2016,Utah,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",8300.0,8300.0,2100.0,33300.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2020,Hawaii,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",7800.0,7800.0,6500.0,9300.0,Age,75+,C1,T1,MD103,BOC03,AGE08,15,POINT (-157.8577494 21.30485044),-157.8577494,21.30485044
2018,North Carolina,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4700.0,4700.0,4400.0,5000.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2019,Oklahoma,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4600.0,4600.0,4200.0,5000.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,40,POINT (-97.52107021 35.47203136),-97.52107021,35.47203136
2021,Missouri,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4400.0,4400.0,1100.0,17800.0,Race,Non-Hispanic Asian,C1,T2,MD203,BOC04,RAC03,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2021,Wisconsin,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4200.0,4200.0,3900.0,4600.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,55,POINT (-89.81637074 44.39319117),-89.81637074,44.39319117
2019,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4800.0,4800.0,4500.0,5200.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2018,Delaware,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,10,POINT (-75.57774117 39.00883067),-75.57774117,39.00883067
2019,Virginia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4600.0,4600.0,4400.0,4800.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2019,Washington,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6100.0,6100.0,5700.0,6600.0,Age,75+,C1,T2,MD203,BOC03,AGE08,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2020,Oregon,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5500.0,5500.0,4800.0,6200.0,Age,75+,C1,T2,MD203,BOC03,AGE08,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2017,Oregon,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5400.0,5400.0,2300.0,13100.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2020,Oregon,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6500.0,6500.0,2400.0,17200.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2017,Arizona,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3200.0,3200.0,1800.0,5700.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,4,POINT (-111.7638113 34.86597028),-111.7638113,34.86597028
2019,North Dakota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6500.0,6500.0,5500.0,7800.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,38,POINT (-100.118421 47.47531978),-100.118421,47.47531978
2017,"Washington, DC",Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4200.0,4200.0,2400.0,7200.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,11,POINT (-77.03196113 38.89037139),-77.03196113,38.89037139
2020,Alabama,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,1100.0,17400.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2020,Kentucky,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,3100.0,6100.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,21,POINT (-84.77497105 37.64597027),-84.77497105,37.64597027
2016,Maine,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,0.0,0.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2021,New Mexico,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5000.0,5000.0,4100.0,6200.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,35,POINT (-106.240581 34.52088095),-106.240581,34.52088095
2016,New York,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6300.0,6300.0,6000.0,6600.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,36,POINT (-75.54397043 42.82700103),-75.54397043,42.82700103
2021,New Jersey,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5200.0,5200.0,4900.0,5500.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2019,Alaska,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",7400.0,7400.0,3500.0,15500.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,2,POINT (-147.722059 64.84507996),-147.722059,64.84507996
2019,Georgia,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3600.0,3600.0,3400.0,3900.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,13,POINT (-83.62758035 32.83968109),-83.62758035,32.83968109
2016,Oklahoma,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3800.0,3800.0,2500.0,5700.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,40,POINT (-97.52107021 35.47203136),-97.52107021,35.47203136
2018,Nebraska,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",13800.0,13800.0,5200.0,36800.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,31,POINT (-99.36572062 41.64104099),-99.36572062,41.64104099
2017,Virginia,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",3800.0,3800.0,2100.0,6600.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,51,POINT (-78.45789046 37.54268067),-78.45789046,37.54268067
2020,Arizona,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6600.0,6600.0,4900.0,8900.0,Race,Other,C1,T2,MD203,BOC04,RAC07,4,POINT (-111.7638113 34.86597028),-111.7638113,34.86597028
2021,Michigan,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4200.0,4200.0,2700.0,6600.0,Race,Other,C1,T1,MD103,BOC04,RAC07,26,POINT (-84.71439027 44.66131954),-84.71439027,44.66131954
2016,Alaska,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",7300.0,7300.0,5600.0,9400.0,Age,75+,C1,T2,MD203,BOC03,AGE08,2,POINT (-147.722059 64.84507996),-147.722059,64.84507996
2018,Michigan,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4000.0,4000.0,3800.0,4200.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,26,POINT (-84.71439027 44.66131954),-84.71439027,44.66131954
2017,Montana,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5400.0,5400.0,4600.0,6500.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,30,POINT (-109.4244206 47.06652897),-109.4244206,47.06652897
2021,Washington,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6600.0,6600.0,6300.0,7000.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2018,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,1600.0,11500.0,Race,Non-Hispanic Asian,C1,T1,MD103,BOC04,RAC03,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2016,Wisconsin,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4400.0,4400.0,4100.0,4700.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,55,POINT (-89.81637074 44.39319117),-89.81637074,44.39319117
2017,Hawaii,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,600.0,30900.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,15,POINT (-157.8577494 21.30485044),-157.8577494,21.30485044
2019,Indiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",1900.0,1900.0,800.0,4400.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2018,Kansas,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5300.0,5300.0,2000.0,14000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,20,POINT (-98.20078123 38.3477403),-98.20078123,38.3477403
2019,North Dakota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5400.0,5400.0,4500.0,6300.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,38,POINT (-100.118421 47.47531978),-100.118421,47.47531978
2020,Montana,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",3800.0,3800.0,900.0,15100.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,30,POINT (-109.4244206 47.06652897),-109.4244206,47.06652897
2020,Rhode Island,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",3700.0,3700.0,2700.0,5000.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2021,Rhode Island,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5400.0,5400.0,4200.0,6900.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2019,Alabama,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",0.0,0.0,0.0,0.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2020,Alabama,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",1300.0,1300.0,200.0,9100.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2020,Iowa,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4700.0,4700.0,4200.0,5400.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,19,POINT (-93.81649056 42.46940091),-93.81649056,42.46940091
2019,Wyoming,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Other,C1,T2,MD203,BOC04,RAC07,56,POINT (-108.1098304 43.23554134),-108.1098304,43.23554134
2016,California,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5400.0,5400.0,4000.0,7200.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,6,POINT (-120.9999995 37.63864012),-120.9999995,37.63864012
2017,Pennsylvania,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",2700.0,2700.0,1600.0,4600.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2020,Illinois,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6500.0,6500.0,4500.0,9400.0,Race,Other,C1,T2,MD203,BOC04,RAC07,17,POINT (-88.99771018 40.48501028),-88.99771018,40.48501028
2016,Massachusetts,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4400.0,4400.0,2600.0,7500.0,Race,Other,C1,T2,MD203,BOC04,RAC07,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2017,Kentucky,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4300.0,4300.0,3900.0,4800.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,21,POINT (-84.77497105 37.64597027),-84.77497105,37.64597027
2020,Illinois,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4000.0,4000.0,3700.0,4200.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,17,POINT (-88.99771018 40.48501028),-88.99771018,40.48501028
2018,Pennsylvania,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4200.0,4200.0,4100.0,4400.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,42,POINT (-77.86070029 40.79373015),-77.86070029,40.79373015
2016,North Carolina,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",3300.0,3300.0,1600.0,6900.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,37,POINT (-79.15925046 35.46622098),-79.15925046,35.46622098
2021,Mississippi,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6000.0,6000.0,5500.0,6700.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,28,POINT (-89.53803082 32.7455101),-89.53803082,32.7455101
2017,United States,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5000.0,5000.0,4900.0,5200.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,59,,,
2020,Florida,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4200.0,4200.0,2800.0,6100.0,Race,Other,C1,T2,MD203,BOC04,RAC07,12,POINT (-81.92896054 28.93204038),-81.92896054,28.93204038
2020,Kansas,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4000.0,4000.0,1800.0,8900.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,20,POINT (-98.20078123 38.3477403),-98.20078123,38.3477403
2016,New Hampshire,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4800.0,4800.0,4300.0,5300.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2019,Maine,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4500.0,4500.0,1100.0,18200.0,Race,Other,C1,T2,MD203,BOC04,RAC07,23,POINT (-68.98503134 45.25422889),-68.98503134,45.25422889
2020,Massachusetts,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",7600.0,7600.0,4800.0,12100.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2020,United States,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4300.0,4300.0,4200.0,4300.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,59,,,
2019,Oregon,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",1000.0,1000.0,100.0,7300.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2021,North Dakota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",16700.0,16700.0,2300.0,118300.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,38,POINT (-100.118421 47.47531978),-100.118421,47.47531978
2020,Texas,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5700.0,5700.0,4900.0,6800.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,48,POINT (-99.42677021 31.82724041),-99.42677021,31.82724041
2018,Alabama,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4400.0,4400.0,4000.0,4900.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2021,Vermont,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",13300.0,13300.0,3300.0,53300.0,Race,Other,C1,T2,MD203,BOC04,RAC07,50,POINT (-72.51764079 43.62538124),-72.51764079,43.62538124
2017,South Carolina,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5300.0,5300.0,2600.0,10600.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2016,South Carolina,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4500.0,4500.0,4100.0,4900.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2016,Indiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4200.0,4200.0,3900.0,4600.0,Gender,Female,C1,T2,MD203,BOC02,GEN02,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2018,New Hampshire,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5000.0,5000.0,4300.0,5700.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,33,POINT (-71.50036092 43.65595011),-71.50036092,43.65595011
2018,Louisiana,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5100.0,5100.0,4800.0,5500.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,22,POINT (-92.44568007 31.31266064),-92.44568007,31.31266064
2016,Washington,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6300.0,6300.0,5900.0,6800.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2016,Indiana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4400.0,4400.0,1400.0,13700.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2017,Washington,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5100.0,5100.0,4800.0,5500.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,53,POINT (-120.4700108 47.52227863),-120.4700108,47.52227863
2016,Mississippi,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,28,POINT (-89.53803082 32.7455101),-89.53803082,32.7455101
2021,Hawaii,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",9100.0,9100.0,1300.0,64500.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,15,POINT (-157.8577494 21.30485044),-157.8577494,21.30485044
2018,Massachusetts,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5300.0,5300.0,5000.0,5700.0,Gender,Female,C1,T1,MD103,BOC02,GEN02,25,POINT (-72.08269067 42.27687047),-72.08269067,42.27687047
2019,Connecticut,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",8300.0,8300.0,4400.0,15400.0,Race,Other,C1,T2,MD203,BOC04,RAC07,9,POINT (-72.64984095 41.56266102),-72.64984095,41.56266102
2021,Hawaii,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Non-Hispanic Black,C1,T2,MD203,BOC04,RAC02,15,POINT (-157.8577494 21.30485044),-157.8577494,21.30485044
2018,Missouri,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4600.0,4600.0,4300.0,4900.0,Race,Non-Hispanic White,C1,T2,MD203,BOC04,RAC01,29,POINT (-92.56630005 38.63579078),-92.56630005,38.63579078
2018,Rhode Island,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,1100.0,17400.0,Race,Unknown,C1,T1,MD103,BOC04,RAC08,44,POINT (-71.52247031 41.70828019),-71.52247031,41.70828019
2021,"Washington, DC",Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5400.0,5400.0,4200.0,6900.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,11,POINT (-77.03196113 38.89037139),-77.03196113,38.89037139
2017,Alabama,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",5300.0,5300.0,1700.0,16300.0,Race,Other,C1,T2,MD203,BOC04,RAC07,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2017,Kentucky,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4800.0,4800.0,3700.0,6300.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,21,POINT (-84.77497105 37.64597027),-84.77497105,37.64597027
2020,Wyoming,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",6000.0,6000.0,4800.0,7600.0,Age,75+,C1,T2,MD203,BOC03,AGE08,56,POINT (-108.1098304 43.23554134),-108.1098304,43.23554134
2016,South Dakota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",0.0,0.0,-1000.0,-1000.0,Race,Hispanic,C1,T2,MD203,BOC04,RAC04,46,POINT (-100.3735306 44.35313005),-100.3735306,44.35313005
2016,Texas,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5100.0,5100.0,4600.0,5600.0,Race,Non-Hispanic Black,C1,T1,MD103,BOC04,RAC02,48,POINT (-99.42677021 31.82724041),-99.42677021,31.82724041
2020,South Dakota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4700.0,4700.0,3700.0,6000.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,46,POINT (-100.3735306 44.35313005),-100.3735306,44.35313005
2019,Alabama,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5200.0,5200.0,4800.0,5700.0,Gender,Male,C1,T1,MD103,BOC02,GEN01,1,POINT (-86.63186076 32.84057112),-86.63186076,32.84057112
2020,South Carolina,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",2100.0,2100.0,500.0,8500.0,Race,Other,C1,T2,MD203,BOC04,RAC07,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2019,Minnesota,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4800.0,4800.0,4300.0,5200.0,Age,75+,C1,T2,MD203,BOC03,AGE08,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
2021,Oregon,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5400.0,5400.0,3200.0,9400.0,Race,Other,C1,T1,MD103,BOC04,RAC07,41,POINT (-120.1550313 44.56744942),-120.1550313,44.56744942
2021,Ohio,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4000.0,4000.0,3800.0,4200.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,39,POINT (-82.40426006 40.06021014),-82.40426006,40.06021014
2016,Maryland,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",6000.0,6000.0,3900.0,9200.0,Race,Other,C1,T1,MD103,BOC04,RAC07,24,POINT (-76.60926011 39.29058096),-76.60926011,39.29058096
2016,Nebraska,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5600.0,5600.0,5100.0,6100.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,31,POINT (-99.36572062 41.64104099),-99.36572062,41.64104099
2016,South Carolina,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5700.0,5700.0,5300.0,6100.0,Age,75+,C1,T1,MD103,BOC03,AGE08,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2018,Utah,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4000.0,4000.0,3300.0,4900.0,Age,75+,C1,T2,MD203,BOC03,AGE08,49,POINT (-111.5871306 39.36070017),-111.5871306,39.36070017
2016,New Jersey,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",5200.0,5200.0,5000.0,5400.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,34,POINT (-74.27369129 40.13057005),-74.27369129,40.13057005
2016,Michigan,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4300.0,4300.0,1900.0,9500.0,Race,Hispanic,C1,T1,MD103,BOC04,RAC04,26,POINT (-84.71439027 44.66131954),-84.71439027,44.66131954
2021,Montana,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",2100.0,2100.0,300.0,14800.0,Race,Unknown,C1,T2,MD203,BOC04,RAC08,30,POINT (-109.4244206 47.06652897),-109.4244206,47.06652897
2019,South Carolina,Diseases of the Heart (Heart Disease),heart diseases mortality rate,"Rate per 100,000",4300.0,4300.0,3900.0,4700.0,Gender,Male,C1,T2,MD203,BOC02,GEN01,45,POINT (-81.04537121 33.9988213),-81.04537121,33.9988213
2020,Indiana,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4500.0,4500.0,4200.0,4800.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,18,POINT (-86.14996019 39.76691045),-86.14996019,39.76691045
2020,Minnesota,Major Cardiovascular Disease,Major mortality rate,"Rate per 100,000",4900.0,4900.0,4600.0,5300.0,Race,Non-Hispanic White,C1,T1,MD103,BOC04,RAC01,27,POINT (-94.7942005 46.35564874),-94.7942005,46.35564874
